txn_id,from_ifsc,from_account,to_ifsc,to_account,amount_inr,mode,timestamp
TXN-000445,ZNMD0324866,50984351846399,ZNMD0498591,530299490847,5580.00,UPI,2025-02-20T11:26:00+05:30
TXN-000446,ZARV0617958,49173696680314,ZGDV0403647,419432812783,17300.00,UPI,2025-02-20T14:51:00+05:30
TXN-000447,ZGDV0711806,21409016372851,ZKVR0261171,4350429360999554,1110.00,IMPS,2025-02-20T22:56:00+05:30
TXN-000448,ZKVR0711349,311217374552,ZNMD0498591,530299490847,3050.00,UPI,2025-02-21T09:02:00+05:30
TXN-000449,ZARV0254988,88934470906800,ZKVR0316645,155592538756,510.00,IMPS,2025-02-21T09:19:00+05:30
TXN-000450,ZGDV0197465,51846197404069,ZARV0105785,89505366673,2800.00,UPI,2025-02-21T11:11:00+05:30
TXN-000451,ZNMD0990233,7781796239256157,ZNMD0498591,530299490847,1420.00,UPI,2025-02-21T14:35:00+05:30
TXN-000452,ZGDV0068266,986554721182,ZKVR0474112,38690428120812,1410.00,UPI,2025-02-21T15:14:00+05:30
TXN-000453,ZKVR0604643,67609492345319,ZKVR0201615,135967096137,1330.00,UPI,2025-02-21T15:29:00+05:30
TXN-000454,ZARV0007961,649524061246,ZNMD0498591,530299490847,3150.00,IMPS,2025-02-21T15:48:00+05:30
TXN-000455,ZNMD0484562,198354875355,ZARV0617958,49173696680314,19500.00,UPI,2025-02-21T18:38:00+05:30
TXN-000456,ZNMD0778339,65642075982039,ZGDV0050806,2296589735015940,1700.00,IMPS,2025-02-21T19:35:00+05:30
TXN-000457,ZARV0745949,93522187504411,ZNMD0498591,530299490847,1580.00,IMPS,2025-02-21T20:08:00+05:30
TXN-000458,ZARV0094591,56243893730,ZKVR0231395,59372838131746,2190.00,UPI,2025-02-21T22:52:00+05:30
TXN-000459,ZARV0319947,7357326534972855,ZKVR0231395,59372838131746,2420.00,UPI,2025-02-22T11:00:00+05:30
TXN-000460,ZNMD0778339,65642075982039,ZGDV0050806,2296589735015940,7050.00,UPI,2025-02-22T14:06:00+05:30
TXN-000461,ZKVR0711349,311217374552,ZGDV0836188,81300741571,1990.00,UPI,2025-02-22T14:38:00+05:30
TXN-000462,ZKVR0604643,67609492345319,ZNMD0977718,1059547734120898,2380.00,UPI,2025-02-22T15:08:00+05:30
TXN-000463,ZARV0779368,247347502388,ZARV0831528,81660304011,980.00,UPI,2025-02-22T15:16:00+05:30
TXN-000464,ZKVR0329204,4482253497910906,ZNMD0235079,2525131583921333,2500.00,IMPS,2025-02-22T15:26:00+05:30
TXN-000465,ZGDV0068266,986554721182,ZNMD0110114,5305601891569179,2920.00,UPI,2025-02-22T19:08:00+05:30
TXN-000466,ZARV0495419,52382165134,ZGDV0060249,95785738510033,72000.00,UPI,2025-02-22T21:18:00+05:30
TXN-000467,ZARV0278780,5585485901880963,ZNMD0110114,5305601891569179,3870.00,UPI,2025-02-22T22:54:00+05:30
TXN-000468,ZNMD0544711,43197849240367,ZGDV0698481,214148069153,550.00,UPI,2025-02-22T22:54:00+05:30
TXN-000469,ZGDV0197465,51846197404069,ZGDV0698481,214148069153,1930.00,UPI,2025-02-23T09:23:00+05:30
TXN-000470,ZNMD0990233,7781796239256157,ZNMD0498591,530299490847,4720.00,IMPS,2025-02-23T14:53:00+05:30
TXN-000471,ZARV0745949,93522187504411,ZGDV0836188,81300741571,2560.00,IMPS,2025-02-23T15:13:00+05:30
TXN-000472,ZKVR0711349,311217374552,ZKVR0316645,155592538756,3690.00,UPI,2025-02-23T16:36:00+05:30
TXN-000473,ZGDV0891267,55801883709482,ZGDV0698481,214148069153,9440.00,IMPS,2025-02-23T17:01:00+05:30
TXN-000474,ZGDV0524175,80468702410,ZKVR0201615,135967096137,1530.00,UPI,2025-02-23T21:14:00+05:30
TXN-000475,ZARV0519176,95519852701,ZGDV0842838,6489677170416477,2060.00,IMPS,2025-02-23T22:38:00+05:30
TXN-000476,ZGDV0117620,40739235064,ZGDV0264737,650442899703,9600.00,IMPS,2025-02-24T10:37:00+05:30
TXN-000477,ZNMD0696084,6446483955427888,ZNMD0676603,445065079507,1900.00,UPI,2025-02-24T10:57:00+05:30
TXN-000478,ZARV0007961,649524061246,ZNMD0498591,530299490847,910.00,UPI,2025-02-24T14:52:00+05:30
TXN-000479,ZARV0556607,8182324692435618,ZGDV0955625,70494902607167,6300.00,UPI,2025-02-24T15:20:00+05:30
TXN-000480,ZARV0779368,247347502388,ZKVR0122101,1416049978764998,360.00,UPI,2025-02-24T19:26:00+05:30
TXN-000481,ZNMD0520427,8802759075214784,ZKVR0201615,135967096137,810.00,UPI,2025-02-24T19:32:00+05:30
TXN-000482,ZNMD0007921,8521044047953883,ZARV0105785,89505366673,3280.00,UPI,2025-02-24T20:00:00+05:30
TXN-000483,ZNMD0532558,22645406307458,ZGDV0842838,6489677170416477,22400.00,IMPS,2025-02-25T08:41:00+05:30
TXN-000484,ZKVR0186058,346793746876,ZNMD0947097,30344625994126,6640.00,UPI,2025-02-25T09:17:00+05:30
TXN-000485,ZGDV0860546,6445806238546018,ZNMD0700572,31986695700793,2800.00,UPI,2025-02-25T09:22:00+05:30
TXN-000486,ZGDV0860546,6445806238546018,ZKVR0278239,273925885283,9180.00,UPI,2025-02-25T10:53:00+05:30
TXN-000487,ZGDV0197465,51846197404069,ZGDV0403647,419432812783,4260.00,UPI,2025-02-25T14:05:00+05:30
TXN-000488,ZNMD0587919,365036192686,ZGDV0955625,70494902607167,1520.00,UPI,2025-02-25T22:45:00+05:30
TXN-000489,ZNMD0778339,65642075982039,ZGDV0050806,2296589735015940,750.00,IMPS,2025-02-26T08:29:00+05:30
TXN-000490,ZGDV0117620,40739235064,ZGDV0264737,650442899703,5400.00,UPI,2025-02-26T11:07:00+05:30
TXN-000491,ZNMD0368668,713450472269,ZNMD0110114,5305601891569179,1170.00,IMPS,2025-02-26T13:00:00+05:30
TXN-000492,ZARV0745949,93522187504411,ZKVR0316645,155592538756,1190.00,IMPS,2025-02-26T16:28:00+05:30
TXN-000493,ZNMD0324711,20354713714,ZKVR0316645,155592538756,20200.00,IMPS,2025-02-26T16:54:00+05:30
TXN-000494,ZKVR0890873,2960023587937843,ZGDV0836188,81300741571,530.00,UPI,2025-02-26T18:54:00+05:30
TXN-000495,ZKVR0329204,4482253497910906,ZNMD0112876,65105240589,2600.00,IMPS,2025-02-26T21:29:00+05:30
TXN-000496,ZARV0095529,4584116110641260,ZGDV0403647,419432812783,1230.00,UPI,2025-02-26T21:54:00+05:30
TXN-000497,ZNMD0587919,365036192686,ZGDV0955625,70494902607167,410.00,UPI,2025-02-26T22:38:00+05:30
TXN-000498,ZNMD0520427,8802759075214784,ZNMD0484562,198354875355,2300.00,UPI,2025-02-26T22:40:00+05:30
TXN-000499,ZKVR0669376,4131711564511189,ZGDV0403647,419432812783,860.00,UPI,2025-02-27T09:46:00+05:30
TXN-000500,ZKVR0669376,4131711564511189,ZNMD0977718,1059547734120898,680.00,UPI,2025-02-27T12:34:00+05:30
TXN-000501,ZGDV0279182,64596092578,ZGDV0403647,419432812783,560.00,IMPS,2025-02-27T13:31:00+05:30
TXN-000502,ZGDV0711806,21409016372851,ZNMD0110114,5305601891569179,3310.00,UPI,2025-02-27T14:32:00+05:30
TXN-000503,ZARV0745844,778088674514,ZNMD0947097,30344625994126,23000.00,UPI,2025-02-27T14:51:00+05:30
TXN-000504,ZARV0617958,49173696680314,ZGDV0281209,997066433929,115000.00,NEFT,2025-02-27T15:28:00+05:30
TXN-000505,ZARV0104756,56663037718416,ZNMD0977718,1059547734120898,2590.00,IMPS,2025-02-27T16:30:00+05:30
TXN-000506,ZKVR0329204,4482253497910906,ZGDV0121914,63592870665356,2170.00,IMPS,2025-02-27T16:40:00+05:30
TXN-000507,ZGDV0891267,55801883709482,ZGDV0279182,64596092578,3000.00,IMPS,2025-02-27T17:17:00+05:30
TXN-000508,ZKVR0264416,2920955977193273,ZKVR0231395,59372838131746,1040.00,IMPS,2025-02-27T18:47:00+05:30
TXN-000509,ZKVR0264416,2920955977193273,ZKVR0231395,59372838131746,1680.00,UPI,2025-02-27T19:11:00+05:30
TXN-000510,ZNMD0235079,2525131583921333,ZGDV0914516,7027511489681119,1590.00,UPI,2025-02-27T19:26:00+05:30
TXN-000511,ZARV0095529,4584116110641260,ZKVR0604643,67609492345319,2800.00,IMPS,2025-02-28T08:50:00+05:30
TXN-000512,ZARV0086950,10465577896,ZKVR0231395,59372838131746,960.00,UPI,2025-02-28T11:17:00+05:30
TXN-000513,ZNMD0778339,65642075982039,ZGDV0050806,2296589735015940,5320.00,UPI,2025-02-28T13:57:00+05:30
TXN-000514,ZARV0599465,26965979895120,ZKVR0278239,273925885283,1000.00,IMPS,2025-02-28T16:00:00+05:30
TXN-000515,ZKVR0546415,36465882156067,ZARV0617958,49173696680314,33500.00,UPI,2025-02-28T18:07:00+05:30
TXN-000516,ZKVR0669376,4131711564511189,ZKVR0201615,135967096137,5540.00,UPI,2025-02-28T19:11:00+05:30
TXN-000517,ZGDV0722792,76055036575658,ZNMD0123026,409772186664,20200.00,IMPS,2025-02-28T21:09:00+05:30
TXN-000518,ZNMD0676603,445065079507,ZGDV0121914,63592870665356,390.00,IMPS,2025-02-28T21:41:00+05:30
TXN-000519,ZARV0919996,386172292609,ZGDV0955625,70494902607167,840.00,UPI,2025-03-01T08:09:00+05:30
TXN-000520,ZARV0396941,8956830896202038,ZGDV0199050,13791179552,17800.00,IMPS,2025-03-01T10:12:00+05:30
TXN-000521,ZKVR0264416,2920955977193273,ZNMD0123026,409772186664,500.00,IMPS,2025-03-01T10:12:00+05:30
TXN-000522,ZNMD0853761,95412555046339,ZGDV0955625,70494902607167,23400.00,UPI,2025-03-01T12:21:00+05:30
TXN-000523,ZNMD0696084,6446483955427888,ZGDV0914516,7027511489681119,2690.00,UPI,2025-03-01T12:59:00+05:30
TXN-000524,ZNMD0696084,6446483955427888,ZGDV0914516,7027511489681119,400.00,IMPS,2025-03-01T13:14:00+05:30
TXN-000525,ZNMD0990233,7781796239256157,ZGDV0842838,6489677170416477,4670.00,IMPS,2025-03-01T13:44:00+05:30
TXN-000526,ZGDV0928130,906180924966,ZKVR0264416,2920955977193273,55000.00,NEFT,2025-03-02T09:08:00+05:30
TXN-000527,ZKVR0617354,78564396525,ZNMD0544711,43197849240367,54000.00,NEFT,2025-03-02T09:30:00+05:30
TXN-000528,ZKVR0669376,4131711564511189,ZGDV0403647,419432812783,2910.00,UPI,2025-03-02T09:58:00+05:30
TXN-000529,ZNMD0823935,9822007199094188,ZKVR0469965,4576041253223734,19500.00,NEFT,2025-03-02T10:17:00+05:30
TXN-000530,ZGDV0586089,1994021473530432,ZNMD0696084,6446483955427888,47000.00,NEFT,2025-03-02T10:19:00+05:30
TXN-000531,ZNMD0152141,2950914371513095,ZNMD0544711,43197849240367,26500.00,NEFT,2025-03-02T10:34:00+05:30
TXN-000532,ZNMD0823935,9822007199094188,ZGDV0711806,21409016372851,37000.00,NEFT,2025-03-02T10:45:00+05:30
TXN-000533,ZARV0095529,4584116110641260,ZNMD0977718,1059547734120898,1010.00,IMPS,2025-03-02T10:50:00+05:30
TXN-000534,ZKVR0606389,31265741521176,ZARV0880251,3842947850229483,61500.00,NEFT,2025-03-02T11:52:00+05:30
TXN-000535,ZNMD0537065,63788388246,ZKVR0098532,91924037155,25000.00,NEFT,2025-03-02T12:12:00+05:30
TXN-000536,ZNMD0537065,63788388246,ZKVR0469965,4576041253223734,60000.00,NEFT,2025-03-02T12:14:00+05:30
TXN-000537,ZARV0919996,386172292609,ZNMD0123026,409772186664,530.00,IMPS,2025-03-02T12:36:00+05:30
TXN-000538,ZGDV0928130,906180924966,ZARV0919996,386172292609,50500.00,NEFT,2025-03-02T12:41:00+05:30
TXN-000539,ZARV0477133,82150535453010,ZKVR0186058,346793746876,33000.00,NEFT,2025-03-02T12:55:00+05:30
TXN-000540,ZARV0477133,82150535453010,ZARV0094591,56243893730,54500.00,NEFT,2025-03-02T12:59:00+05:30
TXN-000541,ZARV0094591,56243893730,ZKVR0231395,59372838131746,6090.00,UPI,2025-03-02T13:10:00+05:30
TXN-000542,ZGDV0197465,51846197404069,ZARV0105785,89505366673,2460.00,IMPS,2025-03-02T17:57:00+05:30
TXN-000543,ZGDV0860546,6445806238546018,ZNMD0123026,409772186664,8000.00,UPI,2025-03-02T19:48:00+05:30
TXN-000544,ZARV0880251,3842947850229483,ZKVR0316645,155592538756,610.00,UPI,2025-03-03T08:40:00+05:30
TXN-000545,ZKVR0329204,4482253497910906,ZGDV0914516,7027511489681119,720.00,UPI,2025-03-03T09:13:00+05:30
TXN-000546,ZKVR0606389,31265741521176,ZARV0519176,95519852701,33000.00,NEFT,2025-03-03T09:46:00+05:30
TXN-000547,ZNMD0823935,9822007199094188,ZARV0779368,247347502388,35500.00,NEFT,2025-03-03T09:50:00+05:30
TXN-000548,ZNMD0778339,65642075982039,ZNMD0368668,713450472269,19100.00,UPI,2025-03-03T10:02:00+05:30
TXN-000549,ZKVR0320968,76508528899717,ZNMD0110114,5305601891569179,23500.00,IMPS,2025-03-03T12:37:00+05:30
TXN-000550,ZGDV0586089,1994021473530432,ZKVR0329204,4482253497910906,42500.00,NEFT,2025-03-03T12:51:00+05:30
TXN-000551,ZKVR0617354,78564396525,ZGDV0279182,64596092578,29500.00,NEFT,2025-03-03T12:55:00+05:30
TXN-000552,ZGDV0860546,6445806238546018,ZKVR0231395,59372838131746,520.00,IMPS,2025-03-03T20:09:00+05:30
TXN-000553,ZARV0090477,4459654850131962,ZNMD0123026,409772186664,23400.00,IMPS,2025-03-03T20:24:00+05:30
TXN-000554,ZNMD0484562,198354875355,ZKVR0201615,135967096137,2700.00,IMPS,2025-03-03T20:27:00+05:30
TXN-000555,ZARV0823959,79149726467227,ZGDV0248469,3143709638627207,2800.00,UPI,2025-03-03T21:19:00+05:30
TXN-000556,ZARV0745949,93522187504411,ZGDV0264737,650442899703,1000.00,IMPS,2025-03-03T21:32:00+05:30
TXN-000557,ZARV0599465,26965979895120,ZKVR0278239,273925885283,840.00,UPI,2025-03-03T22:29:00+05:30
TXN-000558,ZGDV0199050,13791179552,ZARV0831528,81660304011,1500.00,UPI,2025-03-04T08:53:00+05:30
TXN-000559,ZARV0617958,49173696680314,ZGDV0403647,419432812783,8200.00,IMPS,2025-03-04T09:05:00+05:30
TXN-000560,ZGDV0586089,1994021473530432,ZNMD0676603,445065079507,26500.00,NEFT,2025-03-04T09:47:00+05:30
TXN-000561,ZKVR0606389,31265741521176,ZNMD0324866,50984351846399,58000.00,NEFT,2025-03-04T09:57:00+05:30
TXN-000562,ZARV0477133,82150535453010,ZARV0086950,10465577896,41500.00,NEFT,2025-03-04T10:02:00+05:30
TXN-000563,ZARV0657336,88615120041,ZKVR0329204,4482253497910906,21500.00,NEFT,2025-03-04T10:08:00+05:30
TXN-000564,ZNMD0537065,63788388246,ZNMD0778339,65642075982039,28000.00,NEFT,2025-03-04T10:29:00+05:30
TXN-000565,ZARV0477133,82150535453010,ZNMD0587919,365036192686,42000.00,NEFT,2025-03-04T11:10:00+05:30
TXN-000566,ZARV0657336,88615120041,ZNMD0696084,6446483955427888,34000.00,NEFT,2025-03-04T11:18:00+05:30
TXN-000567,ZNMD0537065,63788388246,ZGDV0199050,13791179552,33500.00,NEFT,2025-03-04T11:21:00+05:30
TXN-000568,ZARV0117149,66524151229,ZARV0007961,649524061246,29000.00,NEFT,2025-03-04T12:24:00+05:30
TXN-000569,ZARV0657336,88615120041,ZNMD0676603,445065079507,38000.00,NEFT,2025-03-04T12:44:00+05:30
TXN-000570,ZARV0117149,66524151229,ZARV0519176,95519852701,22500.00,NEFT,2025-03-04T12:52:00+05:30
TXN-000571,ZNMD0823935,9822007199094188,ZGDV0199050,13791179552,39000.00,NEFT,2025-03-04T12:54:00+05:30
TXN-000572,ZNMD0152141,2950914371513095,ZARV0104756,56663037718416,54500.00,NEFT,2025-03-04T12:58:00+05:30
TXN-000573,ZNMD0235079,2525131583921333,ZGDV0914516,7027511489681119,390.00,UPI,2025-03-04T13:57:00+05:30
TXN-000574,ZARV0150108,10564200188213,ZNMD0947097,30344625994126,21400.00,UPI,2025-03-04T17:15:00+05:30
TXN-000575,ZNMD0676603,445065079507,ZGDV0914516,7027511489681119,1280.00,IMPS,2025-03-04T18:10:00+05:30
TXN-000576,ZGDV0105287,3660851609801178,ZKVR0316645,155592538756,2400.00,UPI,2025-03-04T19:30:00+05:30
TXN-000577,ZKVR0264416,2920955977193273,ZKVR0231395,59372838131746,3150.00,IMPS,2025-03-04T19:49:00+05:30
TXN-000578,ZARV0519176,95519852701,ZGDV0836188,81300741571,1830.00,UPI,2025-03-05T11:40:00+05:30
TXN-000579,ZNMD0484562,198354875355,ZARV0617958,49173696680314,20500.00,UPI,2025-03-05T12:20:00+05:30
TXN-000580,ZARV0495419,52382165134,ZGDV0050806,2296589735015940,13300.00,UPI,2025-03-05T12:47:00+05:30
TXN-000581,ZGDV0281209,997066433929,ZGDV0055332,40104018190,17100.00,UPI,2025-03-05T12:56:00+05:30
TXN-000582,ZARV0319947,7357326534972855,ZNMD0123026,409772186664,1220.00,IMPS,2025-03-05T15:40:00+05:30
TXN-000583,ZNMD0235079,2525131583921333,ZGDV0121914,63592870665356,1940.00,UPI,2025-03-05T18:59:00+05:30
TXN-000584,ZKVR0711349,311217374552,ZGDV0836188,81300741571,1220.00,IMPS,2025-03-06T09:44:00+05:30
TXN-000585,ZGDV0575368,80258747958,ZGDV0264737,650442899703,1200.00,UPI,2025-03-06T11:38:00+05:30
TXN-000586,ZGDV0851267,3896253381492550,ZGDV0050806,2296589735015940,8700.00,UPI,2025-03-06T18:41:00+05:30
TXN-000587,ZNMD0778339,65642075982039,ZARV0831528,81660304011,6930.00,UPI,2025-03-07T08:06:00+05:30
TXN-000588,ZNMD0853761,95412555046339,ZKVR0278239,273925885283,21100.00,UPI,2025-03-07T10:08:00+05:30
TXN-000589,ZKVR0469965,4576041253223734,ZKVR0122101,1416049978764998,1170.00,UPI,2025-03-07T10:20:00+05:30
TXN-000590,ZNMD0990233,7781796239256157,ZKVR0316645,155592538756,2540.00,UPI,2025-03-07T12:40:00+05:30
TXN-000591,ZARV0519176,95519852701,ZGDV0842838,6489677170416477,2970.00,IMPS,2025-03-07T13:26:00+05:30
TXN-000592,ZNMD0587919,365036192686,ZKVR0278239,273925885283,1230.00,UPI,2025-03-07T14:51:00+05:30
TXN-000593,ZNMD0524253,552337400089,ZGDV0264737,650442899703,800.00,UPI,2025-03-07T15:12:00+05:30
TXN-000594,ZGDV0860546,6445806238546018,ZKVR0231395,59372838131746,1190.00,UPI,2025-03-07T15:53:00+05:30
TXN-000595,ZKVR0982026,84187635538,ZGDV0836188,81300741571,21100.00,UPI,2025-03-07T20:09:00+05:30
TXN-000596,ZKVR0604643,67609492345319,ZARV0095529,4584116110641260,2800.00,UPI,2025-03-07T21:09:00+05:30
TXN-000597,ZGDV0068266,986554721182,ZKVR0474112,38690428120812,1740.00,UPI,2025-03-07T21:45:00+05:30
TXN-000598,ZARV0919996,386172292609,ZGDV0955625,70494902607167,2380.00,UPI,2025-03-08T08:59:00+05:30
TXN-000599,ZARV0297900,81086604544,ZGDV0050806,2296589735015940,22100.00,IMPS,2025-03-08T11:00:00+05:30
TXN-000600,ZNMD0235079,2525131583921333,ZKVR0329204,4482253497910906,2500.00,IMPS,2025-03-08T12:54:00+05:30
TXN-000601,ZKVR0138643,6435835492797107,ZGDV0264737,650442899703,23900.00,UPI,2025-03-08T15:18:00+05:30
TXN-000602,ZARV0613886,29424441603891,ZNMD0587919,365036192686,9100.00,UPI,2025-03-08T15:51:00+05:30
TXN-000603,ZNMD0007921,8521044047953883,ZGDV0698481,214148069153,4180.00,IMPS,2025-03-08T17:41:00+05:30
TXN-000604,ZKVR0669376,4131711564511189,ZGDV0403647,419432812783,750.00,UPI,2025-03-08T18:18:00+05:30
TXN-000605,ZNMD0520427,8802759075214784,ZKVR0201615,135967096137,1720.00,IMPS,2025-03-08T20:31:00+05:30
TXN-000606,ZARV0094460,24117828051503,ZGDV0543292,3337619347987285,635000.00,RTGS,2025-03-08T22:31:16+05:30
TXN-000607,ZNMD0532558,22645406307458,ZGDV0842838,6489677170416477,3500.00,UPI,2025-03-09T08:24:00+05:30
TXN-000608,ZARV0254988,88934470906800,ZGDV0836188,81300741571,3640.00,UPI,2025-03-09T08:28:00+05:30
TXN-000609,ZARV0779368,247347502388,ZNMD0110114,5305601891569179,470.00,UPI,2025-03-09T09:11:00+05:30
TXN-000610,ZKVR0890873,2960023587937843,ZGDV0836188,81300741571,2180.00,UPI,2025-03-09T09:35:00+05:30
TXN-000611,ZARV0495419,52382165134,ZGDV0060249,95785738510033,49000.00,UPI,2025-03-09T10:28:00+05:30
TXN-000612,ZARV0495419,52382165134,ZGDV0050806,2296589735015940,23800.00,UPI,2025-03-09T11:35:00+05:30
TXN-000613,ZGDV0543292,3337619347987285,ZARV0556607,8182324692435618,618200.00,RTGS,2025-03-09T12:31:16+05:30
TXN-000614,ZNMD0832635,5760355546659049,ZKVR0278239,273925885283,13600.00,IMPS,2025-03-09T14:04:00+05:30
TXN-000615,ZKVR0890873,2960023587937843,ZKVR0316645,155592538756,520.00,UPI,2025-03-09T18:06:00+05:30
TXN-000616,ZKVR0098532,91924037155,ZKVR0474112,38690428120812,3170.00,UPI,2025-03-09T19:29:00+05:30
TXN-000617,ZARV0104756,56663037718416,ZGDV0403647,419432812783,520.00,IMPS,2025-03-09T20:10:00+05:30
TXN-000618,ZNMD0235079,2525131583921333,ZGDV0121914,63592870665356,2330.00,IMPS,2025-03-09T20:52:00+05:30
TXN-000619,ZNMD0324711,20354713714,ZKVR0316645,155592538756,22700.00,UPI,2025-03-09T21:35:00+05:30
TXN-000620,ZARV0831528,81660304011,ZARV0495419,52382165134,25000.00,UPI,2025-03-09T21:50:00+05:30
TXN-000621,ZKVR0546415,36465882156067,ZARV0617958,49173696680314,29000.00,IMPS,2025-03-10T11:31:00+05:30
TXN-000622,ZARV0556607,8182324692435618,ZNMD0235052,22140184865,594400.00,NEFT,2025-03-10T12:31:16+05:30
TXN-000623,ZKVR0711349,311217374552,ZNMD0498591,530299490847,1080.00,UPI,2025-03-10T17:05:00+05:30
TXN-000624,ZNMD0520427,8802759075214784,ZKVR0546415,36465882156067,4700.00,IMPS,2025-03-10T21:47:00+05:30
TXN-000625,ZARV0979572,585873296710,ZNMD0484562,198354875355,5600.00,UPI,2025-03-10T22:38:00+05:30
TXN-000626,ZNMD0700572,31986695700793,ZNMD0123026,409772186664,1470.00,IMPS,2025-03-11T08:24:00+05:30
TXN-000627,ZARV0979572,585873296710,ZGDV0055332,40104018190,1310.00,UPI,2025-03-11T09:03:00+05:30
TXN-000628,ZNMD0990233,7781796239256157,ZGDV0264737,650442899703,2230.00,UPI,2025-03-11T09:20:00+05:30
TXN-000629,ZNMD0235052,22140184865,ZARV0094460,24117828051503,573900.00,RTGS,2025-03-11T11:31:16+05:30
TXN-000630,ZNMD0520427,8802759075214784,ZGDV0698481,214148069153,640.00,UPI,2025-03-11T12:13:00+05:30
TXN-000631,ZGDV0891267,55801883709482,ZGDV0698481,214148069153,1700.00,UPI,2025-03-11T19:49:00+05:30
TXN-000632,ZARV0979572,585873296710,ZNMD0484562,198354875355,2100.00,IMPS,2025-03-11T19:57:00+05:30
TXN-000633,ZNMD0696084,6446483955427888,ZGDV0914516,7027511489681119,3930.00,UPI,2025-03-11T19:57:00+05:30
TXN-000634,ZNMD0324866,50984351846399,ZGDV0264737,650442899703,4540.00,UPI,2025-03-12T08:01:00+05:30
TXN-000635,ZGDV0068266,986554721182,ZNMD0110114,5305601891569179,2800.00,IMPS,2025-03-12T09:14:00+05:30
TXN-000636,ZGDV0279182,64596092578,ZGDV0403647,419432812783,1770.00,UPI,2025-03-12T09:44:00+05:30
TXN-000637,ZGDV0575368,80258747958,ZGDV0842838,6489677170416477,3860.00,UPI,2025-03-12T17:15:00+05:30
TXN-000638,ZNMD0700572,31986695700793,ZNMD0123026,409772186664,820.00,UPI,2025-03-12T17:40:00+05:30
TXN-000639,ZKVR0264416,2920955977193273,ZKVR0278239,273925885283,610.00,IMPS,2025-03-12T19:04:00+05:30
TXN-000640,ZGDV0281209,997066433929,ZGDV0698481,214148069153,24700.00,UPI,2025-03-12T20:29:00+05:30
TXN-000641,ZARV0210017,157887662652,ZNMD0110114,5305601891569179,6600.00,IMPS,2025-03-12T22:56:00+05:30
TXN-000642,ZARV0210017,157887662652,ZGDV0050806,2296589735015940,21900.00,UPI,2025-03-13T11:48:00+05:30
TXN-000643,ZKVR0546415,36465882156067,ZGDV0055332,40104018190,13500.00,UPI,2025-03-13T14:29:00+05:30
TXN-000644,ZKVR0138643,6435835492797107,ZNMD0832635,5760355546659049,250000.00,RTGS,2025-03-13T16:30:00+05:30
TXN-000645,ZKVR0268028,46154561864689,ZKVR0261171,4350429360999554,2030.00,IMPS,2025-03-13T19:32:00+05:30
TXN-000646,ZARV0617958,49173696680314,ZGDV0281209,997066433929,101000.00,IMPS,2025-03-13T19:35:00+05:30
TXN-000647,ZKVR0469965,4576041253223734,ZKVR0261171,4350429360999554,3600.00,UPI,2025-03-13T20:49:00+05:30
TXN-000648,ZARV0779368,247347502388,ZGDV0050806,2296589735015940,760.00,UPI,2025-03-14T09:10:00+05:30
TXN-000649,ZGDV0891267,55801883709482,ZARV0105785,89505366673,470.00,IMPS,2025-03-14T10:26:00+05:30
TXN-000650,ZKVR0098532,91924037155,ZARV0831528,81660304011,1390.00,UPI,2025-03-14T11:23:00+05:30
TXN-000651,ZKVR0186058,346793746876,ZKVR0231395,59372838131746,480.00,UPI,2025-03-14T13:10:00+05:30
TXN-000652,ZNMD0587919,365036192686,ZNMD0947097,30344625994126,980.00,UPI,2025-03-14T15:03:00+05:30
TXN-000653,ZARV0086950,10465577896,ZGDV0955625,70494902607167,1590.00,UPI,2025-03-14T17:49:00+05:30
TXN-000654,ZGDV0068266,986554721182,ZGDV0050806,2296589735015940,3600.00,UPI,2025-03-14T19:16:00+05:30
TXN-000655,ZGDV0197465,51846197404069,ZNMD0977718,1059547734120898,690.00,IMPS,2025-03-15T14:08:00+05:30
TXN-000656,ZARV0519176,95519852701,ZGDV0842838,6489677170416477,1440.00,IMPS,2025-03-15T14:50:00+05:30
TXN-000657,ZKVR0186058,346793746876,ZNMD0123026,409772186664,780.00,UPI,2025-03-15T15:11:00+05:30
TXN-000658,ZGDV0575368,80258747958,ZGDV0842838,6489677170416477,4590.00,UPI,2025-03-15T15:27:00+05:30
TXN-000659,ZNMD0324866,50984351846399,ZNMD0498591,530299490847,1750.00,UPI,2025-03-15T16:34:00+05:30
TXN-000660,ZNMD0235079,2525131583921333,ZNMD0112876,65105240589,790.00,UPI,2025-03-15T19:05:00+05:30
TXN-000661,ZARV0613886,29424441603891,ZKVR0278239,273925885283,680.00,UPI,2025-03-15T20:07:00+05:30
TXN-000662,ZARV0613886,29424441603891,ZKVR0231395,59372838131746,800.00,UPI,2025-03-15T22:00:00+05:30
TXN-000663,ZGDV0891267,55801883709482,ZKVR0201615,135967096137,590.00,UPI,2025-03-16T09:11:00+05:30
TXN-000664,ZKVR0604643,67609492345319,ZKVR0201615,135967096137,1490.00,UPI,2025-03-16T11:10:00+05:30
TXN-000665,ZNMD0832635,5760355546659049,ZNMD0235052,22140184865,223000.00,NEFT,2025-03-16T14:22:00+05:30
TXN-000666,ZARV0919996,386172292609,ZKVR0231395,59372838131746,2100.00,UPI,2025-03-16T15:57:00+05:30
TXN-000667,ZARV0519176,95519852701,ZGDV0543292,3337619347987285,78000.00,IMPS,2025-03-16T17:33:00+05:30
